smiles,AZ_LogD7.4,LogP,LogP_chembl,SLogD,SLogP
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N(C)C)C(O)C(C)O1,,1.28,,1.1926,1.32725
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,,1.27,,0.375981,0.493992
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N2CCOCC2)C(O)C(C)O1,,1.73,,1.2929,1.65928
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N2CCOCC2C#N)C(O)C(C)O1,,1.98,,1.18273,1.57966
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N(CC#N)CC(=O)O)C(O)C(C)O1,,0.03,,-0.354204,1.59398
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,,1.83,,1.00917,1.12228
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N2CCOCC2)C(O)C(C)O1,,2.31,,1.94536,2.33276
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N2CCOCC2C#N)C(O)C(C)O1,,2.59,,1.79209,2.21312
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(NC(=O)CN(C)C)C(O)C(C)O1,,1.26,,1.52512,1.73979
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)O)CC3OC1CC(N2CCOCC2)C(O)C(C)O1,,2.03,,1.8301,2.13135
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(O)CO)CC3OC1CC(N2CCOCC2C#N)C(O)C(C)O1,,1.56,,1.01216,1.3147
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,,,0.1,0.375981,0.493992
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,,,0.66,1.00917,1.12228
COc1cccc2c1C(=O)c1c(O)cccc1C2,,,3.44,3.72542,3.82949
COc1cccc2c1C(=O)c1c(cccc1OC)C2,,,3.88,3.32623,3.32623
COc1cccc2c1C(OC)c1c(cccc1OC)C2,,,4.1,3.92841,3.92841
COc1cccc2c1CCC(N)C2C,,2.26,,0.0535646,2.05788
COc1cccc2c1Cc1c(O)cccc1C2=O,,,2.6,3.21698,3.23396
COc1cccc2c1Cc1c(OC)cccc1C2=O,,,3.68,3.36035,3.36035
COc1cccc2c1OP(=O)(OCC1C=CC(n3cc(C)c(O)nc3=O)O1)OC2,,0.15,,0.523695,0.564091
COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1cccc(CNC(=O)C(C)(C)O)c1,2.09,,,3.47539,4.07698
COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1cccc(CNC(=O)[C@H]2COCCN2)c1,1.61,,,3.12778,3.69739
COc1cccc2ccccc12,,3.45,,3.40038,3.40038
COc1cccc2cccnc12,,1.84,,2.34425,2.34438
COc1cccc2nc(N)nc(N)c12,,1.18,1.18,0.283152,0.998694
COc1cccc2sc(NC(=O)c3ccccc3)nc12,3.96,,,3.2188,3.22054
COc1ccccc1,,2.11,2.08,2.09969,2.09969
COc1ccccc1-c1cc2c(nn1)-c1ccccc1C2=O,,,2.26,2.73486,2.73486
COc1ccccc1-c1coc2cc(O)ccc2c1=O,2.55,,,2.92657,2.95343
COc1ccccc1-c1nc(N)nc(N)n1,,0.58,0.58,1.16763,1.16809
COc1ccccc1-c1nc2ccccc2[nH]1,,3.02,,3.03894,3.04026
COc1ccccc1-c1nnc(N)[nH]1,0.91,,,0.808773,0.809885
COc1ccccc1-n1[nH]nnc1=N,,0.56,,0.59717,0.602706
COc1ccccc1-n1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,,0.04,,-0.753329,-0.728003
COc1ccccc1/C(O)=N/CCCCN,,0.58,,-0.85523,1.23015
COc1ccccc1/C(O)=N/CCCN,,0.2,,-0.754184,0.86204
COc1ccccc1/C(O)=N/CCCN(C)C,,1.27,,0.498478,1.77075
COc1ccccc1/C=C1/CCCc2ccccc2C1=O,,,4.69,4.46496,4.46496
COc1ccccc1/N=C(\O)OC1CCCCC1CN(C)C,,3.55,,0.636854,2.23916
COc1ccccc1/N=C(\O)OCCN1CCOCC1,,1.73,,0.846604,0.886325
COc1ccccc1Br,,2.86,,2.7881,2.7881
COc1ccccc1C,,2.74,,2.55277,2.55277
COc1ccccc1C(=O)N(C)C,,0.71,,0.94338,0.94338
COc1ccccc1C(=O)N(NC(=O)c1ccccc1)C(C)(C)C,,2.04,,2.42977,2.43138
COc1ccccc1C(=O)N1CCN(C)CC1,,0.29,,0.379421,0.91242
COc1ccccc1C(=O)NC(=O)Nc1ccc(Cl)cc1,,4.35,,3.60001,3.60081
COc1ccccc1C(=O)NCC12CC3CC(CC(C3)C1)C2,4.43,,,4.50678,4.50688
COc1ccccc1C(=O)NCCN,,0,,-1.31184,0.22375
COc1ccccc1C(=O)NCCN(C)C,,1.14,,0.172546,1.38347
COc1ccccc1C(=O)NN,,0.25,,0.450825,0.450966
COc1ccccc1C(=O)Nc1ccc(C)c(-n2cnc3ccc(N4CCN(C)CC4)cc3c2=O)c1,2.93,,,3.14492,3.61644
COc1ccccc1C(=O)Nc1nc2ccccc2[nH]1,2.9,,,2.8607,2.86162
COc1ccccc1C(=O)Nc1nc2ccccc2s1,3.61,,,3.41333,3.41443
COc1ccccc1C(=O)O,,1.59,,-1.32854,1.65139
COc1ccccc1C(=O)c1ccncc1,,1.86,,2.19761,2.19769
COc1ccccc1C(C#N)NC(=O)[C@H]1CCCC[C@@H]1C(=O)N1CCN(Cc2ccc(F)cc2)CC1,3.57,,,2.88681,2.94581
COc1ccccc1C(C)=O,,1.82,,1.65944,1.65944
COc1ccccc1C(N)=O,,0.86,,0.580382,0.580399
COc1ccccc1C1=NCC(O)=Nc2ccc(Cl)cc21,,2.63,,2.21965,2.25748
COc1ccccc1C=C(C(C)=O)C(C)=O,,1.73,,1.80562,1.80562
COc1ccccc1C=CC(=O)C(F)(F)F,,3.39,,3.04835,3.04835
COc1ccccc1C=CC(=O)O,,2.54,,-0.73061,2.14211
COc1ccccc1C=CC(=O)OCCOc1ccc(C=NO)cc1OC,,3.56,,3.44164,3.44188
COc1ccccc1C=CC(=O)OCCOc1ccc(C=O)cc1OC,,3.65,,3.33842,3.33842
COc1ccccc1C=CC(C)=O,,2.42,,2.24482,2.24482
COc1ccccc1C=O,,1.72,,1.42642,1.42642
COc1ccccc1CC(=O)C1c2cccc(O)c2C(=O)c2c(O)cccc21,,,4.2,4.07113,4.13338
COc1ccccc1CCC(O)CNC(C)(C)C,,,-0.21,0.233758,2.62427
COc1ccccc1CCC(O)CNCCOc1ccc(O)c(C(N)=O)c1,,,1.56,1.57779,2.42402
COc1ccccc1CCNCc1ccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,0.8,,,1.43632,3.56566
COc1ccccc1CCNCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,0.82,,,1.60385,3.58084
COc1ccccc1CN(C(C)=O)c1cnccc1Oc1ccccc1,3,,,3.3292,3.3298
COc1ccccc1CN(C)Cc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,1.52,,,2.3343,3.542
COc1ccccc1CN1C(=O)c2ccccc2C1C(=O)NC1CCC(C)CC1,3.74,,,3.53166,3.53166
COc1ccccc1CNC(=O)Cn1c(Cl)cnc(NCC(F)(F)c2cccc[n+]2[O-])c1=O,,,1.36,1.14987,1.14987
COc1ccccc1CNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,0.87,,,2.02194,3.10632
COc1ccccc1CNC(=O)c1ccc2cnccc2n1,1.8,,,2.2648,2.26511
COc1ccccc1CNC1CCCNC1c1ccccc1,,3.1,,1.81976,3.04696
COc1ccccc1CNCCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,0.91,,,1.57799,3.59223
COc1ccccc1CNCc1ccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,0.15,,,1.61992,3.20271
COc1ccccc1CN[C@H]1CCCN[C@@H]1c1ccccc1,1.5,,,1.81976,3.04696
COc1ccccc1CNc1cc(C)ccn1,3.28,,,3.06813,3.08258
COc1ccccc1CNc1ncnc2nc[nH]c12,,2.31,,2.02296,2.02473
COc1ccccc1CO,,1.13,,1.17125,1.17125
COc1ccccc1C[C@H](C(=O)O)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,2.77,,,3.925,4.05766
COc1ccccc1Cc1ccc2c(c1O)C(=O)c1c(O)cccc1C2,,,5.62,4.91643,4.95292
COc1ccccc1Cc1cccc(-c2c(O)nc3cc(Cl)ccc3c2O)c1,,,2.81,4.733,5.92354
COc1ccccc1Cc1cnc(-c2ccccc2)c(-c2ccccc2)n1,,5.18,,5.11497,5.11497
COc1ccccc1Cl,,2.68,,2.65325,2.65325
COc1ccccc1Cn1c(C)nc2ccccc21,3.47,,,3.22248,3.22807
COc1ccccc1F,,2.14,,2.32899,2.32899
COc1ccccc1N,,1.18,,1.14106,1.14152
COc1ccccc1N(C)C,,1.63,,2.33227,2.33337
COc1ccccc1N1C(=O)CCC1=O,,-0.02,,0.434003,0.434003
COc1ccccc1N1CCN(CC(=O)c2oc3ccccc3c2CCc2ccccc2)CC1,,,5.05,5.39343,5.40149
COc1ccccc1N1CCN(CC(O)c2oc3ccccc3c2CCc2ccccc2)CC1,,,5.32,5.09403,5.1248
COc1ccccc1N1CCN(CC/C=C/c2ccc(F)cc2)CC1,,,4.7,4.38469,4.75217
COc1ccccc1N1CCN(CC/N=C(/N)C2CCCCC2)CC1,,,3.4,-0.367937,3.37621
COc1ccccc1N1CCN(CC/N=C(/S)C2CCCCC2)CC1,,,3.7,3.86556,3.8737
COc1ccccc1N1CCN(CC2CN=C(N)O2)CC1,,0.76,,-0.462967,0.954756
COc1ccccc1N1CCN(CCCC(=O)c2ccc(F)cc2)CC1,,3.6,3.6,3.15025,3.59984
COc1ccccc1N1CCN(CCCC(O)c2ccc(F)cc2)CC1,,2.73571,3.4,2.98966,3.52948
COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3ccccc3c2)CC1,3.53,,,4.16603,4.60971
COc1ccccc1N1CCN(CCCCc2ccc(F)cc2)CC1,,,4.8,4.28677,4.90975
COc1ccccc1N1CCN(CCCN=C2CC(=O)N(C)C(=O)N2C)CC1,,1.6,,0.42209,0.999272
COc1ccccc1N1CCN(CCCNS(=O)(=O)c2ccc(C)cc2)CC1,,,2.6,1.88171,2.75448
COc1ccccc1N1CCN(CCCOc2ccc(F)cc2)CC1,,,4.1,3.63508,3.94514
COc1ccccc1N1CCN(CCN(C(=O)C2CCCCC2)c2ccccn2)CC1,3,,,3.50146,3.54029
COc1ccccc1N1CCN(CCNC(=O)C2CCCCC2)CC1,,,2.8,2.98646,3.12336
COc1ccccc1N1CCN(CCNC(=O)c2ccc(F)cc2)CC1,,2.65,2.5,2.73719,2.8971
COc1ccccc1N1CCN(CCNC(=O)c2ccc[nH]2)CC1,,,1.6,1.48463,1.65685
COc1ccccc1N1CCN(CCNC(=O)c2ccccc2)CC1,,,2.2,2.3371,2.4925
COc1ccccc1N1CCN(CCNC(=O)c2cccnc2)CC1,,,1.2,1.36393,1.50192
COc1ccccc1N1CCN(CCNC(=O)c2ccco2)CC1,,,1.6,1.83623,1.94512
COc1ccccc1N1CCN(CCNC(=O)c2cccs2)CC1,,,2,2.02554,2.15849
COc1ccccc1N1CCN(CCNC(=O)c2ccncc2)CC1,,,0,1.36525,1.50233
COc1ccccc1N1CCN(CCNC(=O)c2ccncn2)CC1,,,1.5,1.04924,1.16156
COc1ccccc1N1CCN(CCNC(C)=O)CC1,,,0.5,0.738432,0.959555
COc1ccccc1N1CCN(CCNCC(O)CON=C(C2CC2)C2CC2)CC1,,3.21,,1.07275,2.54851
COc1ccccc1N1CCN(CCNS(=O)(=O)c2ccc(C)cc2)CC1,,,2.2,2.43232,2.60396
COc1ccccc1N1CCN(CCOCc2ccc(F)cc2)CC1,,,3.6,3.54103,3.69376
COc1ccccc1N1CCN(Cc2c(Br)c(=O)n(-c3ccccc3)n2C)CC1,2.5,,,2.68476,2.69834
COc1ccccc1N1CCN(c2ccc(Nn3c(C)ccc3C)nn2)CC1,,3.61,,3.08962,3.0901
COc1ccccc1N1CCNCC1,,1.67,,-0.376762,1.24411
COc1ccccc1N=NN(C)C,,2.34,,2.55459,2.5546
COc1ccccc1NC(=O)C(Cl)Cl,,2.41,,2.47248,2.47257
COc1ccccc1NC(=O)Cc1ccccc1,,2.68,,2.77066,2.77068
COc1ccccc1NC(=O)NN,,-0.15,,-0.0356696,-0.0355237
COc1ccccc1NC(=O)Nc1ccccc1OC,,2.98,,2.78784,2.78788
COc1ccccc1NC(=O)OCCN1CCCCC1,,3.11,,2.1047,2.94004
COc1ccccc1NC(C)=O,,0.67,,1.08843,1.08843
COc1ccccc1NCC#N,,1.3,,1.26818,1.26818
COc1ccccc1NCC(C)=O,,1.49,,1.38541,1.38543
COc1ccccc1NCC(N)=O,,0.78,,0.261326,0.26135
COc1ccccc1NCCO,,1.5,,0.98524,0.985657
COc1ccccc1NS(=O)(=O)c1ccc(N)cc1,,1.56,,1.65935,1.71866
COc1ccccc1Nc1cc(Oc2cc(C)c(C)nc2-c2ccccn2)ccn1,3.37,,,4.82483,4.82634
COc1ccccc1O,,1.32,1.33,1.25397,1.25554
COc1ccccc1OC,,1.6,,2.06425,2.06425
COc1ccccc1OC(=O)c1ccc(N)cc1O,,2.88,,2.41316,2.73168
COc1ccccc1OC(C)=O,,1.38,,1.57653,1.57653
COc1ccccc1OC1OC(CO)C(O)C(O)C1O,,-1.04,,-0.436256,-0.436256
COc1ccccc1OCC(=O)O,,0.98,,-1.64842,1.27017
COc1ccccc1OCC(O)CNC(C)(C)C,,,-0.44,-0.0877092,1.98475
COc1ccccc1OCC(O)CNC(C)C,,1.69,,-0.390468,1.59722
COc1ccccc1OCC(O)CNCCOc1ccc(O)c(C(N)=O)c1,,,1.14,0.891317,1.4608
COc1ccccc1OCC(O)CO,0.24,1.39,,0.592088,0.592088
COc1ccccc1OCC(O)COC(N)=O,0.36,0.61,,0.284511,0.284523
COc1ccccc1OCC(O)N=NC(C)C,,1.11,,2.40846,2.40846
COc1ccccc1OCC1CNC(=N)O1,,0.85,,-0.281625,1.09637
COc1ccccc1OCCCCn1c(C2CC2)nc2ccccc21,,,5.83,4.80798,4.81144
COc1ccccc1OCCN(C)C,,1.42,,0.79161,1.94815
COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,3.27,4.19,,3.23625,3.93534
COc1ccccc1OCc1ccccc1CCCN1CCC(O)CC1,,2.82,,1.94031,3.48965
COc1ccccc1O[C@H](c1ccccc1)[C@@H]1CNCCO1,0.9,,,2.03688,2.61253
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,1.03,,,2.78672,4.06953
COc1ccccc1Oc1cc([N+](=O)[O-])ccc1NS(C)(=O)=O,,,1.26,1.75716,2.65217
COc1ccccc1Oc1ccc(N(Cc2cccnc2)S(=O)(=O)CC(F)(F)F)cc1,1.5,,,3.69822,3.69835
COc1ccccc1Oc1ccccc1,,2.92,,3.90966,3.90966
COc1ccccc1S(=O)(=O)NC(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,0.89,,,2.49867,2.57319
COc1ccccc1SC(N(C)C)N(C)C,,-0.52,,0.967094,1.93861
COc1ccccc1SCc1ccccc1CCCN1CCC(O)CC1,,3.58,,2.46991,4.05937
COc1ccccc1[N+](=O)[O-],,1.73,1.73,1.73882,1.73882
COc1ccccn1,,1.34,,1.02595,1.02601
COc1cccnc1,,0.99,,1.20289,1.20376
COc1cccnc1C(=O)c1oc2cc(-c3cccc(F)c3)cc(O)c2c1C,,,2.3,4.54944,4.56249
COc1cccnc1C(=O)c1oc2cc(-c3ccccc3)cc(O)c2c1C,,,2.7,4.48853,4.4998
COc1cccnc1CCCCNc1ncc(Cc2ccc(C)nc2)c(=O)[nH]1,,2.58,,2.98154,2.9901
COc1cccnn1,,0.08,,0.0993516,0.0993553
COc1ccco1,,1.44,,1.08604,1.08604
COc1cccs1,,2.13,,1.83048,1.83048
COc1ccnc(-n2nc(C)cc2OC)n1,,1.01,,1.09348,1.09348
COc1ccnc(C#N)n1,,0.86,,0.392019,0.392019
COc1ccnc(CCc2nc3c(C)ccnc3[nH]2)c1,2.1,,,2.36962,2.42654
COc1ccnc(CCc2nc3cc(Br)cnc3[nH]2)c1,2.92,,,2.84273,2.86945
COc1ccnc(CCc2nc3cccnc3[nH]2)c1,1.69,,,1.97556,2.02975
COc1ccnc(CS(=O)c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,2,,,1.46904,1.46946
COc1ccnc(CSc2nc3ccccc3[nH]2)c1,2.89,,,2.7704,2.77504
COc1ccnc(N(C)c2ccnc(Nc3cc(N4CCOCC4)cc(N4CCOCC4)c3)n2)c1,2.23,,,3.46641,3.46802
COc1ccnc(NC2CCN(C(=O)c3ccc(C#N)cc3)CC2)c1,1.73,,,1.76977,1.87379
COc1ccnc(NC2CCN(C(=O)c3ccc(Cl)cc3)CC2)c1,2.82,,,2.75775,2.84407
COc1ccnc(NC2CCN(C(=O)c3ccccc3)CC2)c1,2.06,,,1.91882,2.06668
COc1ccnc2c([N+](=O)[O-])cccc12,,1.92,,2.08691,2.08696
COc1ccncc1,,1,,0.746055,0.867622
COc1ccncn1,,0.54,,0.288672,0.288744
COc1ccnnc1,,-0.31,,0.0861101,0.0861852
COc1ccsc1CN(C(=O)CCl)c1c(C)cccc1C,,3.53,,3.51632,3.51632
COc1cn[nH]c1,,0.37,,0.400222,0.400224
COc1cnc(-c2ccccc2)c(-c2ccccc2)n1,,4.21,,3.66794,3.66794
COc1cnc(-c2ccccn2)nc1N(C)C,1.9,,,2.64262,2.64369
COc1cnc(-c2ccccn2)nc1N(C)c1ccccc1,2.79,,,3.7722,3.77246
COc1cnc(-c2ccccn2)nc1N1CCOCC1,1.52,,,2.18216,2.18267
COc1cnc(-c2ccccn2)nc1NC(C)C,2.01,,,3.08207,3.08257
COc1cnc(-c2ccccn2)nc1Oc1ccc(F)cc1F,3.1,,,3.54522,3.54529
COc1cnc(C2=NC(=O)C(C)(C(C)C)N2)c(C(=O)O)c1,,0.61,,-1.61065,1.74438
COc1cnc(Cl)cn1,,1.52,,1.28869,1.28869
COc1cnc(N(C)C)cn1,,1.65,,1.33067,1.3307
COc1cnc(N)cn1,,0.63,,0.28039,0.280416
COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,,0.41,,-0.335481,0.591708
COc1cnc(OC)cn1,,1.14,,0.845232,0.845232
COc1cnc2ccccc2n1,,2.31,,1.77516,1.77516
COc1cncc(C#N)n1,,0.95,,0.500106,0.500106
COc1cncc(C(=N)O)n1,,0.13,,-0.0756468,-0.071688
COc1cncc(C)n1,,1.29,,0.970024,0.970025
COc1cncc(Cl)n1,,1.65,,1.42528,1.42528
COc1cncc(N(C)C)n1,,1.99,,1.26546,1.26547
COc1cncc(N)n1,,0.73,,0.348277,0.34828
COc1cncc(NC(=O)c2cc(NC(=O)c3cccc(C(C)(C)C#N)c3)ccc2C)c1,3.04,,,4.14179,4.1421
COc1cncc(NC(C)=O)n1,,0.82,,0.265682,0.265784
COc1cncc(OC)n1,,1.58,,0.851835,0.851835
COc1cnccc1COc1cnc(N2CCN(C(=O)OC(C)(C)C)CC2)nc1,3.8,,,2.51826,2.51902
COc1cnccn1,,0.73,,0.515622,0.515622
COc1cncnc1,,0.07,,0.515471,0.515473
COc1cnnc2ccccc12,,1.41,,1.31566,1.31621
COc1coc(CCl)cc1=O,,0.16,,0.815177,0.815177
COc1coc(CSC(=S)N(C)C)cc1=O,,1.14,,1.45686,1.45686
COc1nc(-c2ccc(CP(=O)(OC)OC)cc2)nc2ccc(Br)cc12,,,5.61,3.5348,3.53491
COc1nc(-c2ccccc2)c2ccccc2n1,,3.5,,3.15457,3.15457
COc1nc(Br)cnc1NS(=O)(=O)c1ccc(Cl)s1,0.99,,,0.170166,2.6155
COc1nc(Br)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12,1.9,,,2.33658,3.88215
COc1nc(C(Cl)(Cl)Cl)nc(=N)[nH]1,,2.39,,1.7003,1.70115
COc1nc(C(Cl)(Cl)Cl)nc(C(Cl)(Cl)Cl)n1,,3.64,,3.55916,3.55916
COc1nc(C)[nH]c1[N+](=O)[O-],,0.21,,0.217386,0.347843
COc1nc(C)c(-c2ccncc2)cc1C#N,,2.41,,2.05328,2.05397
COc1nc(C)cc(N2N=C(C)CC2=O)n1,,1.03,,0.509081,0.509111
COc1nc(C)n/c(=N\C(O)=N\S(=O)(=O)c2ccccc2C(=O)O)[nH]1,,1.7,,-2.00394,0.311213
COc1nc(C)nc(Cl)c1NC1=NCCN1,,0.9,,-1.12765,0.910862
COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2Cl)n1,,2,,0.144423,1.71707
COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2OCCCl)n1,,1.1,,0.286202,1.76972
COc1nc(Cl)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12,1.74,,,2.22544,3.87212
COc1nc(N(C)C)nc(C(Cl)(Cl)Cl)n1,,3.33,,3.13108,3.13108
COc1nc(N)nc(NC(C)(C)C)n1,,1.93,,2.08123,2.08143
COc1nc(N)nc2c1ncn2[C@H]1O[C@H](CO)[C@H](O)[C@@H]1O,-0.58,,,-0.965435,-0.965391
COc1nc(NC(C)C)nc(NC(C)C)n1,,2.99,,2.90514,2.90537
COc1nc[nH]c1[N+](=O)[O-],,0.13,,-0.138545,0.105242
COc1ncc(-c2ccc3nccc(-c4ccnnc4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,2.5,,,3.54113,4.60302
COc1ncc(-c2cccc3c2C[C@@H](NC(=O)c2ccc(OCC(F)(F)F)nc2)CO3)cn1,4.3,,,2.49524,2.49532
COc1ncc(-c2ccncc2)cc1C#N,,2.02,,1.83672,1.83731
COc1ncc(C)cc1-c1cccc2c(N)c(C(=O)NC3CC3)nnc12,3.4,,,2.63296,2.63313
COc1ncc([C@H](CCCCCCc2ccc3c(n2)NCCC3)CC(=O)O)cn1,,,0.65,2.07293,3.04169
COc1ncc2ccc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1,0.2,,,0.876662,1.61002
COc1ncc2ncc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1,-0.14,,,0.735632,1.38949
COc1ncccc1-c1cccc2c(N)c3c(nc12)CN(C1CCC1)C3=O,3.26,,,2.50381,2.50559
COc1ncccc1CN1CCN(C[C@H](O)C[C@@H](Cc2ccccc2)C(=O)NC2c3ccccc3C[C@H]2O)[C@H](C(=O)NC(C)(C)C)C1,,,3.84,3.19218,3.24685
COc1ncccn1,,0.23,,0.363966,0.363967
COc1nccnc1C,,1.24,,0.902018,0.902019
COc1nccnc1NS(=O)(=O)c1ccc(N)cc1,-0.65,0.7,,-0.22111,0.896147
COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,-0.73,0.7,,-0.280861,0.738013
COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC(C)C,,1.03,,0.484361,1.46901
COc1ncnc2c1ncn2C1OC(CO)C(OC(=O)C(C)(C)C)C1OC(=O)C(C)(C)C,,3.61,,2.14523,2.14524
COc1ncnc2c1ncn2C1OC(CO)C(OC(=O)Cc2ccccc2)C1OC(=O)Cc1ccccc1,,3.48,,2.34228,2.34229
COc1ncnc2c1ncn2C1OC(CO)CC1F,,0.25,0.245,0.143186,0.143189
COc1ncnc2c1ncn2C1OC(COC(=O)C(C)(C)C)C(O)C1OC(=O)C(C)(C)C,,3.4,,2.47768,2.47768
COc1ncnc2c1ncn2C1OC(COC(=O)C(C)C)C(OC(=O)C(C)C)C1OC(=O)C(C)C,,3.96,,2.69667,2.69667
COc1ncnc2c1ncn2C1OC(COC(=O)c2ccccc2)C(O)C1OC(=O)c1ccccc1,,3.39,,2.47577,2.47577
COc1ncnc2ccccc12,,1.97,,1.67298,1.67334
COc1nn(CSP(=S)(OC)OC)c(=O)s1,,2.2,,2.14001,2.14001
COc1nn(O)c2ccccc2[n+]1=O,,-0.3,,-1.8393,-1.8393
COc1nnc(C(C)C)c(=O)n1N,,-0.06,,0.33931,0.339316
COc1nnc(OC)c2ccccc12,,2.22,,1.51067,1.51099
COc1nnccc1N(C)C,,0.9,,0.900901,0.920021
COc1noc2c1CNCC2,,-0.04,,-0.175356,0.34059
COc1sc(C(=O)Nc2nn[nH]n2)c(OC(C)C)c1Br,,1.35,,0.374367,2.17967
COn1c(O)nc(C)c(Br)c1=O,,-0.3,,0.0251495,0.331381
CP(C)c1ccccc1,,2.57,,2.13968,2.13968
CS(=O)(=O)C1(c2cc(N3CC4CCC(C3)O4)nc(-c3cccc4[nH]ccc34)n2)CC1,2.6,,,2.46622,2.46636
CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-c3cccc(N)c3)n2)CC1,1.35,,,1.71656,1.71687
CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-c3cccc4[nH]ccc34)n2)CC1,2.2,,,2.07458,2.07471
CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-c3cccc4[nH]ccc34)n2)CCNCC1,0.7,,,0.107608,1.45119
CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-c3cccc4[nH]ccc34)n2)CCOCC1,2.4,,,1.78293,1.78315
CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-c3ccccc3)n2)CC1,2.6,,,2.15884,2.15914
CS(=O)(=O)CC#N,,-1.42,,-1.70526,-1.10083
CS(=O)(=O)CC(=O)C=NO,,-0.69,,-1.0998,-0.967889
CS(=O)(=O)CCC(N)C(=O)O,,-3.1,,-3.20684,-3.18169
CS(=O)(=O)CCCOc1ccc([N+](=O)[O-])cc1,,0.93,,1.02997,1.02997
CS(=O)(=O)CCOCn1ccnc1C=NO,,-0.84,,-0.805344,-0.80018
CS(=O)(=O)CCn1ccnc1[N+](=O)[O-],,-1.3,,-0.872811,-0.872811
CS(=O)(=O)Cc1cc(N2CCOCC2)nc(-c2ccc(NS(C)(=O)=O)cc2)n1,0.85,,,0.592311,0.694371
CS(=O)(=O)Cc1cc(N2CCOCC2)nc(-c2ccc3[nH]ccc3c2)n1,2.06,,,1.41095,1.412
CS(=O)(=O)Cc1cc(N2CCOCC2)nc(-c2cccc(CO)c2)n1,1,,,1.01037,1.01173
CS(=O)(=O)Cc1cc(N2CCOCC2)nc(-c2cccc3[nH]ccc23)n1,1.7,,,1.45767,1.45821
